user_location,date,text,sentiment,hour,minute,Date,refined text,lowercase text,non-punctuated text,non-extraspace text,tokenized text,non-stopwords text,stemmed text
No Location,2020-12-17 09:01:00,"Speed up the approval process for Covid-19 vaccine, Yii urges

 https://t.co/vsmMeV9GHb  

 Based on the usual proc… https://t.co/PiYFCM9EbE",NEU,9,1,2020-12-17,"Speed up the approval process for Covid-19 vaccine, Yii urges

   

 Based on the usual proc… ","speed up the approval process for covid-19 vaccine, yii urges

   

 based on the usual proc… ",speed up the approval process for covid    vaccine  yii urges        based on the usual proc  ,speed up the approval process for covid vaccine yii urges based on the usual proc,"['speed', 'up', 'the', 'approval', 'process', 'for', 'covid', 'vaccine', 'yii', 'urges', 'based', 'on', 'the', 'usual', 'proc']","['speed', 'approval', 'process', 'covid', 'vaccine', 'yii', 'urges', 'based', 'usual', 'proc']","['speed', 'approv', 'process', 'covid', 'vaccin', 'yii', 'urg', 'base', 'usual', 'proc']"
"Edmonton, Alberta, CAN",2020-12-17 09:00:00,"@SE_MacDonald And few injections at the end to represent #COVID19 #vaccines? 

#PfizerBioNTech #CovidVaccine",NEU,9,0,2020-12-17," And few injections at the end to represent   

 "," and few injections at the end to represent   

 ", and few injections at the end to represent      ,and few injections at the end to represent,"['and', 'few', 'injections', 'at', 'the', 'end', 'to', 'represent']","['injections', 'end', 'represent']","['inject', 'end', 'repres']"
Bangalore,2020-12-17 08:52:00,"$pfe +160,000 vaccinated and only 4 had severe reactions - of which 2 had pre-existing allergies &amp; recovered - Zero… https://t.co/gX9OKk0xBm",NEU,8,52,2020-12-17,"$pfe +160,000 vaccinated and only 4 had severe reactions - of which 2 had pre-existing allergies &amp; recovered - Zero… ","$pfe +160,000 vaccinated and only 4 had severe reactions - of which 2 had pre-existing allergies &amp; recovered - zero… ", pfe          vaccinated and only   had severe reactions   of which   had pre existing allergies  amp  recovered   zero  ,pfe vaccinated and only had severe reactions of which had pre existing allergies amp recovered zero,"['pfe', 'vaccinated', 'and', 'only', 'had', 'severe', 'reactions', 'of', 'which', 'had', 'pre', 'existing', 'allergies', 'amp', 'recovered', 'zero']","['pfe', 'vaccinated', 'severe', 'reactions', 'pre', 'existing', 'allergies', 'amp', 'recovered', 'zero']","['pfe', 'vaccin', 'sever', 'reaction', 'pre', 'exist', 'allergi', 'amp', 'recov', 'zero']"
"Cape Town, South Africa",2020-12-17 08:30:00,"#vaccines Timeline for approval of #PfizerBioNTech in Europe.
https://t.co/7z0zCQDz7f",NEU,8,30,2020-12-17," Timeline for approval of  in Europe.
"," timeline for approval of  in europe.
", timeline for approval of  in europe  ,timeline for approval of in europe,"['timeline', 'for', 'approval', 'of', 'in', 'europe']","['timeline', 'approval', 'europe']","['timelin', 'approv', 'europ']"
"Bengaluru, India",2020-12-17 07:47:00,"Is #Pfizervaccine safe? Alaska medicos suffer severe allergic reaction after jab
#Pfizer 
#PfizerBioNTech… https://t.co/GZhZUPX16o",NEG,7,47,2020-12-17,"Is  safe? Alaska medicos suffer severe allergic reaction after jab
 
 ","is  safe? alaska medicos suffer severe allergic reaction after jab
 
 ",is  safe  alaska medicos suffer severe allergic reaction after jab    ,is safe alaska medicos suffer severe allergic reaction after jab,"['is', 'safe', 'alaska', 'medicos', 'suffer', 'severe', 'allergic', 'reaction', 'after', 'jab']","['safe', 'alaska', 'medicos', 'suffer', 'severe', 'allergic', 'reaction', 'jab']","['safe', 'alaska', 'medico', 'suffer', 'sever', 'allerg', 'reaction', 'jab']"
"Kota Kinabalu, Sabah",2020-12-17 07:04:00,Many candidates appear to have promising interim results on the press release(which is excellent)only… https://t.co/r3IaedBL6Q,POS,7,4,2020-12-17,Many candidates appear to have promising interim results on the press release(which is excellent)only… ,many candidates appear to have promising interim results on the press release(which is excellent)only… ,many candidates appear to have promising interim results on the press release which is excellent only  ,many candidates appear to have promising interim results on the press release which is excellent only,"['many', 'candidates', 'appear', 'to', 'have', 'promising', 'interim', 'results', 'on', 'the', 'press', 'release', 'which', 'is', 'excellent', 'only']","['many', 'candidates', 'appear', 'promising', 'interim', 'results', 'press', 'release', 'excellent']","['mani', 'candid', 'appear', 'promis', 'interim', 'result', 'press', 'releas', 'excel']"
"Mumbai, India",2020-12-17 06:24:00,US COVID-19 Vaccination Programme: Health Worker Suffers Severe Allergic Reaction Minutes After Getting Pfizer-BioN… https://t.co/G1wjr1hlEE,NEG,6,24,2020-12-17,US COVID-19 Vaccination Programme: Health Worker Suffers Severe Allergic Reaction Minutes After Getting Pfizer-BioN… ,us covid-19 vaccination programme: health worker suffers severe allergic reaction minutes after getting pfizer-bion… ,us covid    vaccination programme  health worker suffers severe allergic reaction minutes after getting pfizer bion  ,us covid vaccination programme health worker suffers severe allergic reaction minutes after getting pfizer bion,"['us', 'covid', 'vaccination', 'programme', 'health', 'worker', 'suffers', 'severe', 'allergic', 'reaction', 'minutes', 'after', 'getting', 'pfizer', 'bion']","['us', 'covid', 'vaccination', 'programme', 'health', 'worker', 'suffers', 'severe', 'allergic', 'reaction', 'minutes', 'getting', 'pfizer', 'bion']","['us', 'covid', 'vaccin', 'programm', 'health', 'worker', 'suffer', 'sever', 'allerg', 'reaction', 'minut', 'get', 'pfizer', 'bion']"
East Midlands,2020-12-17 06:23:00,#Derbyshire GPs will start vaccinating patients against #coronavirus at two medical centres this week. Surgeries in… https://t.co/lVRYwZrG7i,NEU,6,23,2020-12-17, GPs will start vaccinating patients against  at two medical centres this week. Surgeries in… , gps will start vaccinating patients against  at two medical centres this week. surgeries in… , gps will start vaccinating patients against  at two medical centres this week  surgeries in  ,gps will start vaccinating patients against at two medical centres this week surgeries in,"['gps', 'will', 'start', 'vaccinating', 'patients', 'against', 'at', 'two', 'medical', 'centres', 'this', 'week', 'surgeries', 'in']","['gps', 'start', 'vaccinating', 'patients', 'two', 'medical', 'centres', 'week', 'surgeries']","['gp', 'start', 'vaccin', 'patient', 'two', 'medic', 'centr', 'week', 'surgeri']"
Guam,2020-12-17 05:45:00,I did it! #PfizerCOVIDvaccine #PfizerBioNTech #GetVaccinated #NurseTwitter #ERNurse #EDNurse #PinoyNurse… https://t.co/7oJw78fnW2,NEU,5,45,2020-12-17,I did it!        ,i did it!        ,i did it         ,i did it,"['i', 'did', 'it']",[],[]
"Middle of Nowhere, USA",2020-12-17 05:44:00,"@macroliter Excellent thread.
O/T: opinion on info from UK about possible mutation in spike proteins?
Also, I just… https://t.co/WqCNLOy6rm",NEU,5,44,2020-12-17," Excellent thread.
O/T: opinion on info from UK about possible mutation in spike proteins?
Also, I just… "," excellent thread.
o/t: opinion on info from uk about possible mutation in spike proteins?
also, i just… ", excellent thread  o t  opinion on info from uk about possible mutation in spike proteins  also  i just  ,excellent thread o t opinion on info from uk about possible mutation in spike proteins also i just,"['excellent', 'thread', 'o', 't', 'opinion', 'on', 'info', 'from', 'uk', 'about', 'possible', 'mutation', 'in', 'spike', 'proteins', 'also', 'i', 'just']","['excellent', 'thread', 'opinion', 'info', 'uk', 'possible', 'mutation', 'spike', 'proteins', 'also']","['excel', 'thread', 'opinion', 'info', 'uk', 'possibl', 'mutat', 'spike', 'protein', 'also']"
"Islamabad, Pakistan",2020-12-17 05:33:00,"Naltar Valley with AZ
https://t.co/ktARF1n7L3
#Pfizer #PfizerCOVIDvaccine #PfizerBioNTech #PfizerProud #nvsv… https://t.co/OQQtW7GJuR",NEU,5,33,2020-12-17,"Naltar Valley with AZ

     ","naltar valley with az

     ",naltar valley with az       ,naltar valley with az,"['naltar', 'valley', 'with', 'az']","['naltar', 'valley', 'az']","['naltar', 'valley', 'az']"
India,2020-12-17 05:26:00,Safety Questions on Pfizer Vaccine Raised After Alaskan Suffers Serious Allergic Reaction Minutes After Taking Dose… https://t.co/AjtRtceite,NEG,5,26,2020-12-17,Safety Questions on Pfizer Vaccine Raised After Alaskan Suffers Serious Allergic Reaction Minutes After Taking Dose… ,safety questions on pfizer vaccine raised after alaskan suffers serious allergic reaction minutes after taking dose… ,safety questions on pfizer vaccine raised after alaskan suffers serious allergic reaction minutes after taking dose  ,safety questions on pfizer vaccine raised after alaskan suffers serious allergic reaction minutes after taking dose,"['safety', 'questions', 'on', 'pfizer', 'vaccine', 'raised', 'after', 'alaskan', 'suffers', 'serious', 'allergic', 'reaction', 'minutes', 'after', 'taking', 'dose']","['safety', 'questions', 'pfizer', 'vaccine', 'raised', 'alaskan', 'suffers', 'serious', 'allergic', 'reaction', 'minutes', 'taking', 'dose']","['safeti', 'question', 'pfizer', 'vaccin', 'rais', 'alaskan', 'suffer', 'seriou', 'allerg', 'reaction', 'minut', 'take', 'dose']"
USA,2020-12-17 05:25:00,This mRNA vaccine from #PfizerBioNTech displays heightened propensity to initiate allergic reaction of unknown orig… https://t.co/terIaipWdn,NEU,5,25,2020-12-17,This mRNA vaccine from  displays heightened propensity to initiate allergic reaction of unknown orig… ,this mrna vaccine from  displays heightened propensity to initiate allergic reaction of unknown orig… ,this mrna vaccine from  displays heightened propensity to initiate allergic reaction of unknown orig  ,this mrna vaccine from displays heightened propensity to initiate allergic reaction of unknown orig,"['this', 'mrna', 'vaccine', 'from', 'displays', 'heightened', 'propensity', 'to', 'initiate', 'allergic', 'reaction', 'of', 'unknown', 'orig']","['mrna', 'vaccine', 'displays', 'heightened', 'propensity', 'initiate', 'allergic', 'reaction', 'unknown', 'orig']","['mrna', 'vaccin', 'display', 'heighten', 'propens', 'initi', 'allerg', 'reaction', 'unknown', 'orig']"
Moronto City Of #Morons Canada,2020-12-17 05:17:00,@JohnTory There's been a lot of Great vaccine reports on disastrous  side effects #PfizerCOVIDvaccine &amp; #Moderna 💣💣… https://t.co/qx0IuBU88P,NEG,5,17,2020-12-17, There's been a lot of Great vaccine reports on disastrous  side effects  &amp;  💣💣… , there's been a lot of great vaccine reports on disastrous  side effects  &amp;  💣💣… , there s been a lot of great vaccine reports on disastrous  side effects   amp       ,there s been a lot of great vaccine reports on disastrous side effects amp,"['there', 's', 'been', 'a', 'lot', 'of', 'great', 'vaccine', 'reports', 'on', 'disastrous', 'side', 'effects', 'amp']","['lot', 'great', 'vaccine', 'reports', 'disastrous', 'side', 'effects', 'amp']","['lot', 'great', 'vaccin', 'report', 'disastr', 'side', 'effect', 'amp']"
No Location,2020-12-17 05:09:00,"@nytimes Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/tTLzsWSliD",NEU,5,9,2020-12-17," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… "," pfizer/biontech coronavirus vaccine approved for emegency use by fda!
view the article to know more!… ", pfizer biontech coronavirus vaccine approved for emegency use by fda  view the article to know more   ,pfizer biontech coronavirus vaccine approved for emegency use by fda view the article to know more,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'for', 'emegency', 'use', 'by', 'fda', 'view', 'the', 'article', 'to', 'know', 'more']","['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'emegency', 'use', 'fda', 'view', 'article', 'know']","['pfizer', 'biontech', 'coronaviru', 'vaccin', 'approv', 'emeg', 'use', 'fda', 'view', 'articl', 'know']"
No Location,2020-12-17 05:09:00,"@MJMusicEars @HuffPost Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to kn… https://t.co/WXOIave7e6",NEU,5,9,2020-12-17,"  Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to kn… ","  pfizer/biontech coronavirus vaccine approved for emegency use by fda!
view the article to kn… ",  pfizer biontech coronavirus vaccine approved for emegency use by fda  view the article to kn  ,pfizer biontech coronavirus vaccine approved for emegency use by fda view the article to kn,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'for', 'emegency', 'use', 'by', 'fda', 'view', 'the', 'article', 'to', 'kn']","['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'emegency', 'use', 'fda', 'view', 'article', 'kn']","['pfizer', 'biontech', 'coronaviru', 'vaccin', 'approv', 'emeg', 'use', 'fda', 'view', 'articl', 'kn']"
No Location,2020-12-17 05:09:00,"@washingtonpost Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more… https://t.co/LAJ8Tmv2jx",NEU,5,9,2020-12-17," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more… "," pfizer/biontech coronavirus vaccine approved for emegency use by fda!
view the article to know more… ", pfizer biontech coronavirus vaccine approved for emegency use by fda  view the article to know more  ,pfizer biontech coronavirus vaccine approved for emegency use by fda view the article to know more,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'for', 'emegency', 'use', 'by', 'fda', 'view', 'the', 'article', 'to', 'know', 'more']","['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'emegency', 'use', 'fda', 'view', 'article', 'know']","['pfizer', 'biontech', 'coronaviru', 'vaccin', 'approv', 'emeg', 'use', 'fda', 'view', 'articl', 'know']"
No Location,2020-12-17 05:08:00,"@BNODesk Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/dG8J43yLBU",NEU,5,8,2020-12-17," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… "," pfizer/biontech coronavirus vaccine approved for emegency use by fda!
view the article to know more!… ", pfizer biontech coronavirus vaccine approved for emegency use by fda  view the article to know more   ,pfizer biontech coronavirus vaccine approved for emegency use by fda view the article to know more,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'for', 'emegency', 'use', 'by', 'fda', 'view', 'the', 'article', 'to', 'know', 'more']","['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'emegency', 'use', 'fda', 'view', 'article', 'know']","['pfizer', 'biontech', 'coronaviru', 'vaccin', 'approv', 'emeg', 'use', 'fda', 'view', 'articl', 'know']"
No Location,2020-12-17 05:08:00,"@gmanews Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… https://t.co/cdlU3YBsIC",NEU,5,8,2020-12-17," Pfizer/BioNTech Coronavirus vaccine approved for emegency use by FDA!
View the article to know more!… "," pfizer/biontech coronavirus vaccine approved for emegency use by fda!
view the article to know more!… ", pfizer biontech coronavirus vaccine approved for emegency use by fda  view the article to know more   ,pfizer biontech coronavirus vaccine approved for emegency use by fda view the article to know more,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'for', 'emegency', 'use', 'by', 'fda', 'view', 'the', 'article', 'to', 'know', 'more']","['pfizer', 'biontech', 'coronavirus', 'vaccine', 'approved', 'emegency', 'use', 'fda', 'view', 'article', 'know']","['pfizer', 'biontech', 'coronaviru', 'vaccin', 'approv', 'emeg', 'use', 'fda', 'view', 'articl', 'know']"
